,class,message
3476,ham,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  ltgt day return period ended
3477,ham,i can ask around but theres not a lot in terms of mids up here
3478,ham,be sure to check your yahoo email we sent photos yesterday
3479,ham,what was she looking for
3480,ham,wherres my boytoy  
3481,spam,do you want a new video phone anytime any network mins  text for only five pounds per week call  now or reply for delivery tomorrow
3482,ham,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
3483,ham,tell my  bad character which u dnt lik in me ill try to change in  ltgt  i ll add tat  my new year resolution waiting for ur replybe frankgood morning
3484,ham,noi got rumour that you going to buy apartment in chennai
3485,ham,yeah probably earlier than that
3486,ham,change windows logoff sound
3487,ham,still i have not checked it da  
3488,ham,im also came to room
3489,ham,huh but i got lesson at  lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale  
3490,ham,ok
3491,ham,i will reach office around  ltdecimalgt  amp my mobile have problem you cannt get my voice so call you asa ill free
3492,ham,cool text me when you head out
3493,spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line  poboxwtgp
3494,spam,wan win a meetgreet with westlife  u or a m they are currently on what tour unbreakable untamed unkempt text  or  to  cost p std text
3495,ham,happy birthday may u find ur prince charming soon n dun work too hard
3496,ham,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served
3497,ham,you said to me before i went back to bed that you cant sleep for anything
3498,ham,i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx
3499,spam,dorothykiefercom bank of granite issues strongbuy explosive pick for our members up over   nasdaq symbol cdgt that is a  per
3500,ham,says the  ltgt  year old with a man and money im down to my last  ltgt  still waiting for that check
3501,ham,i will come to ur home now
3502,ham,free any day but i finish at  on mon n thurs
3503,ham,will you be here for food
3504,ham,life alle moneeppolum oru pole allalo
3505,ham,nite
3506,ham,two fundamentals of cool life walk  like you are the king or walk like you dont care whoever is the king gud nyt
3507,ham,camera quite good mega pixels optical and digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks 
3508,ham,hi peteynoiåõm ok just wanted  chat coz avent spoken  u  a long timehope ur doin alritehave good nit at js love ya amx
3509,ham,i just saw ron burgundy captaining a party boat so yeah
3510,ham,im serious you are in the money base
3511,ham,already one guy loving you
3512,ham,staff of placement training in amrita college
3513,ham,i always chat with you in fact i need money can you raise me
3514,ham,im job profile seems like bpo
3515,ham,well i was about to give up cos they all said no they didnût do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
3516,ham,so you think i should actually talk to him not call his boss in the morning i went to this place last year and he told me where i could go and get my car fixed cheaper he kept telling me today how much he hoped i would come back in how he always regretted not getting my number etc
3517,ham,are you willing to go for apps class
3518,ham,hanging out with my brother and his family
3519,ham,no it will reach by  only she telling she will be there i dont know
3520,ham,hey are you going to quit soon xuhui and i working till end of the month 
3521,ham,im sorry bout last nite it wasnåõt ur fault it was me spouse it was pmt or sumthin u give me i think u shldxxxx
3522,ham,try neva mate
3523,ham,yeah thatd pretty much be the best case scenario
3524,ham,i not free today i haf  pick my parents up tonite
3525,ham,hey babe far  spunout  spk at da mo dead  da wrld been sleeping on da sofa all day  had a cool nytho  tx  fonin hon  call mwen im bk frmcloud  j x
3526,ham,should i send you naughty pix 
3527,spam,you are a å winner or guaranteed caller prize this is our final attempt to contact you to claim call  now ppmpoboxbhambxe
3528,spam,xmas  new years eve tickets are now on sale from the club during the day from am till pm and on thurs fri  sat night this week theyre selling fast
3529,ham,tyler getting an th has to leave not long after  can you get here in like an hour
3530,ham,prepare to be pounded every night
3531,ham,actually my mobile is full of msg and i m doing a work online where i need to send them  ltgt  sent msg i wil explain u later
3532,ham,sorry ill call later
3533,ham,good evening how are you
3534,ham,im at home please call
3535,ham,oic cos me n my sis got no lunch today my dad went out so dunno whether  eat in sch or wat
3536,ham,mmmmm  it was sooooo good to wake to your words this morning my love mmmm fuck  i love you too my lion  devouring kiss from across the sea
3537,ham,we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within  days
3538,ham,what happen dear why you silent i am tensed
3539,ham,ill get there at  unless you guys want me to come some time sooner
3540,ham,if you are not coughing then its nothing
3541,ham,ìï come lt  n pass to me lar
3542,ham,im e person whos doing e sms survey
3543,ham,lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow
3544,ham,thank you meet you monday
3545,ham,so is th gower mate which is where i am how r u man all is good in wales ill b back åômorrow c u this wk who was the msg  åð random
3546,spam,rock yr chik get s of filthy films xxx pics on yr phone now rply filth to  saristar ltd e yt  p per  days stop cancel
3547,ham,single line with a big meaning miss anything  ur best life but  dont miss ur best life for anything gud nyt
3548,ham,i got like  ltgt  i can get some more later though get whatever you feel like
3549,ham,dad wanted to talk about the apartment so i got a late start omw now
3550,ham,i love you both too 
3551,ham,lol u still feeling sick
3552,ham,din i tell u jus now 
3553,ham,am up to my eyes in philosophy
3554,spam,from next month get upto  more calls  ur standard network charge  activate call  c wirenet stterms pobox m uz cost å min mobcudb more
3555,ham,ok lor im in town now lei
3556,ham,i had it alreadysabarish asked me to go
3557,ham,no da  vijay going to talk in jaya tv
3558,spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call  from land line claim j po boxcpm
3559,ham,lol i know hey someone did a great inpersonation of flea on the forums i love it
3560,spam,text banneduk to  to see cost p textoperator gga  xxx
3561,ham,still chance there if you search hard you will get itlet have a try 
3562,spam,auction round  the highest bid is now å next maximum bid is å to bid send bids e g  to bid å to  good luck
3563,ham,do you always celebrate nys with your family 
3564,ham,we know taj mahal as symbol of love but the other lesser known facts  mumtaz was shahjahans th wife out of his  wifes  shahjahan killed mumtazs husband to marry her  mumtaz died in her  ltgt th delivery  he then married mumtazs sister question arises where the hell is the love the great hari
3565,ham,its okcome to my home it vl nice to meet and v can chat
